pid,model,situation,prompt,rec_cities,rec_reasons
17,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Birmingham,Thriving craft beer scene and breweries
17,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Birmingham,Outdoor recreation and Birmingham Botanical Gardens
17,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Birmingham,Growing foodie scene and diverse cuisine
17,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Mobile,Rich maritime history and Mobile Carnival
17,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Mobile,Beautiful beaches and Gulf Coast access
17,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Mobile,Strong seafood industry and fresh seafood restaurants
17,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Mobile,Proximity to Fort Conde and USS Alabama Battleship Memorial Park
17,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Mobile,Growing arts and culture scene
17,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Huntsville,Space and aviation heritage at the U.S. Space & Rocket Center
17,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Huntsville,Outdoor adventures at Monte Sano State Park
17,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Huntsville,Thriving technology and medical industry
17,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Huntsville,Rich German heritage and Oktoberfest celebrations
17,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Huntsville,Affordable cost of living
17,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Montgomery,Alabama State Capitol and Civil Rights Memorial
17,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Montgomery,Rich Civil Rights history and Rosa Parks Museum
17,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Montgomery,Growing foodie scene and diverse cuisine
17,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Montgomery,Proximity to Montgomery Zoo and Botanical Garden
17,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Montgomery,Strong healthcare industry and Baptist Medical Center
17,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Tuscaloosa,University of Alabama football tradition and Bryant-Denny Stadium
17,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Tuscaloosa,Rich history and architecture
17,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Tuscaloosa,Proximity to Tuscaloosa Riverwalk and Alabama Riverchase Festival
17,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Tuscaloosa,Strong economy and diverse industry
